revenue,cost price,material expenditures,labor expenses,labor costs,social taxes,depreciation,other expenditures,selling expenses,management expenses,full cost price,Income,other i\e,net profit,assets,capital assets,fixed assets,intangible assets,current assets,stock,raw materials,unfinished production,receivables,accounts payable,cash,mobile working capital,short-term investments,VAT purchased,short-term receivables,working capital,charter capital,short-term liabilities,long term liabilities,borrowed capital,revenue of the future periods,future expenses,Dso,DSp,DSv,dDS,tax on profits,VAT,Social tax,sector
12602.73283,9927.001764,3655.574723,2831.175613,2885.830089,589.5490302,1322.260861,1431.35133,NA,NA,10250.79465,7709.282823,266.902855,4793.482871,36989.08718,2432.523972,1274.709366,106.1692592,31757.45639,1692.391637,1111.712194,545.2877021,28582.05748,9667.945315,4518.082458,1488.05001,3449.843381,26.39315926,34954.83045,30415.27192,29400.37026,8241.809167,NA,8421.715661,NA,NA,3592.863859,14034.95608,8069.40163,7670.715794,1441.425051,1922.880321,613.6148634,transport
14290.91957,9018.019845,3529.248075,2874.647465,1911.311637,686.845222,1182.359804,1514.642427,NA,NA,8563.598665,6638.775239,356.4333739,5671.84381,51569.92869,2489.281212,1267.322002,111.6079919,46274.39633,1617.985721,1102.840018,595.955281,33295.69084,10979.49497,5049.798323,1686.222166,2923.245612,27.07397472,33945.7081,35488.34362,28999.66003,8720.453099,NA,9347.228163,NA,NA,4364.251597,14975.16849,7331.169457,6810.49274,1099.858076,2600.760522,697.6297735,transport
11163.2303,8975.907072,3620.953476,2766.150582,1798.810728,551.5840483,1311.027492,1541.793217,NA,NA,9148.823777,6466.943331,331.8527593,4019.919405,41915.66608,2466.778186,1066.710333,113.2159496,40412.21843,1705.796272,1215.196834,697.1639399,25645.13706,11028.61612,5878.530176,1480.603589,4688.741779,20.66996837,30595.55131,33329.19895,39157.41938,10226.50303,NA,12030.38906,NA,NA,3225.184276,13249.97994,7951.945858,7386.421227,1244.733091,1568.358174,596.9778408,transport
14781.21455,8628.173082,4496.8447,3421.722995,2985.038768,565.2707628,1487.934315,1587.253787,NA,NA,11742.29275,7067.50014,346.8659305,4612.643086,36378.61978,2459.944526,932.1067597,109.6468686,34688.24218,1717.886892,1090.252803,672.0515531,30093.76891,13677.82295,5138.789794,2060.339797,3770.891768,24.60113241,31747.41502,34277.45073,31081.80729,10366.48306,NA,11242.29412,NA,NA,4679.030432,17754.35791,6525.715783,6750.016637,1492.276609,1723.035233,795.4027608,transport
17115.26864,8154.749008,3575.934266,2176.366318,2234.543867,660.2593169,1393.193318,1517.808689,NA,NA,9512.664943,5783.653806,338.7228791,4231.057747,47068.09472,2483.894943,955.2912577,97.62497158,40716.9622,1617.649992,914.727059,393.9349448,24050.22502,6474.773696,4248.72332,1256.596586,2324.709664,23.25322586,37462.36587,27145.51732,37095.56354,11251.3336,NA,7105.163227,NA,NA,6057.872785,12988.43976,7818.335251,8881.039134,1426.539571,1761.497523,591.429914,transport
18791.40053,8515.833185,3895.614927,3114.472641,2236.426743,747.8530173,1564.426032,1580.838955,NA,NA,10793.75029,5868.337349,310.2030677,4775.334391,41887.21739,2186.899705,1311.926625,80.55708978,39519.78855,1277.868728,922.3977728,726.2172531,22479.39804,7174.507164,3897.733377,1861.029263,2927.899361,31.01637478,37717.89765,33378.86365,40866.30941,12701.21309,NA,10299.90884,NA,NA,4429.503997,14579.22655,6441.268854,5790.903107,1477.809214,2822.503754,668.541649,transport
16487.86175,7462.433932,3290.177729,2438.866353,2156.334117,518.5808417,1673.095616,1235.065673,NA,NA,7033.204392,6627.325834,232.5744494,4246.001594,35213.7826,2495.819846,1261.845984,92.05840247,41748.99138,1830.219488,997.552515,424.5186142,29348.66248,10235.98487,4891.784226,1354.684131,2830.753793,31.90445369,29832.36218,34597.02662,35187.14233,10599.19536,NA,11096.62182,NA,NA,5267.702202,14029.61992,7102.115438,5347.395535,1261.252415,1733.853002,747.657872,transport
14461.29206,6284.097836,3824.230726,2780.428489,2567.297048,535.8798972,1263.702397,1272.420914,NA,NA,11640.12266,6076.555507,330.7882808,4706.256366,43519.83137,2084.446704,1068.891081,112.9145357,41374.81164,1560.946121,793.4459755,519.3754128,24327.46405,10223.46864,5491.606907,1232.000484,4124.368521,27.06525938,32169.75085,29480.67147,28233.96546,8740.962423,NA,8076.058556,NA,NA,3924.754924,14412.1992,7986.330179,6666.80857,1275.509594,2454.937588,664.211628,transport
18268.79001,8818.71999,3673.760057,2404.708372,2347.723524,694.367087,1243.608895,1269.338751,NA,NA,7370.487591,5818.269303,356.729353,4304.813406,55625.4219,2336.131745,1253.179649,120.2168492,45483.07029,1334.958017,1222.050004,492.4749643,31478.02796,11243.76346,5174.596343,1275.531869,3562.896299,33.72030829,31037.39922,30000.81601,26912.96324,11288.12729,NA,7914.360035,NA,NA,3914.580457,12750.37841,10462.99327,7811.099783,1670.45399,2387.893841,740.3650338,transport
16388.41688,11528.17664,4380.77681,2888.082276,2388.023613,518.6304118,1442.133657,1954.182711,NA,NA,12399.61981,4135.179189,375.0412781,4477.950753,28599.29785,2544.48495,1343.966692,92.83671545,35765.3836,1848.330202,883.9569677,451.1796595,26571.24325,11712.94642,5719.701438,1794.137575,3137.026173,25.33523975,36043.8537,31499.02256,47073.30145,10937.88527,NA,10591.28462,NA,NA,5253.808892,12779.23001,8388.669547,7448.586225,1746.562758,2513.885524,644.0992354,transport
14313.18732,10646.7206,4354.281305,2581.527031,2236.865952,497.181741,1475.073281,1445.233789,NA,NA,10018.24722,5694.144772,262.6933545,5670.902573,43186.7586,2925.832108,1256.882077,134.9434896,31048.71055,2345.414952,1227.196768,474.4381887,37924.84534,13977.13,4132.329937,1530.256177,3475.425599,26.47142243,27764.64772,30943.77572,38017.0435,8016.707145,NA,12597.2851,NA,NA,4361.155153,14559.22603,8042.203277,5919.967122,1536.708024,2408.792543,800.285504,transport
12941.67045,10174.37589,5458.721078,2828.016363,2867.881755,555.2026309,1261.98054,1682.626713,NA,NA,12026.12711,5603.036183,282.913763,4654.937586,39358.40433,2605.309194,1300.546596,113.0238675,62280.11863,2007.157511,719.3062713,538.6968728,25749.9395,9713.883224,4057.058837,1402.919357,2907.106351,27.26923364,32376.64826,33301.79394,39670.34878,11538.89771,NA,11842.45723,NA,NA,5611.465555,15745.22914,10026.3152,7450.317622,1416.816143,1974.998743,498.7602663,transport
14388.95644,9397.714834,4147.760714,2375.002361,2184.401856,633.7500741,1350.716679,1169.63737,NA,NA,9770.791254,7264.390313,341.9946717,4135.624925,43768.58218,2124.732727,1252.351794,117.5542751,41732.39805,1783.292521,1298.532825,484.4743548,32114.84627,8456.512797,4720.267679,1574.364655,3180.143046,27.98502745,28546.42024,36036.68794,38087.92758,6383.393981,NA,6242.479626,NA,NA,3692.332087,13798.60542,7548.234468,5961.890949,1625.04341,2714.834498,734.6827932,transport
12076.8187,10880.43873,4280.72295,3661.5284,2125.512644,612.7426292,1168.774546,1269.303206,NA,NA,11370.54266,5712.000912,318.5453845,4215.459122,35027.1019,2518.058867,1349.679774,90.0200419,30534.64678,1983.125177,856.3070965,529.6249849,28649.71536,8461.500678,3918.645359,1940.238073,3329.569601,26.40551368,27393.36492,26676.70161,24390.59509,9968.319101,NA,10289.60908,NA,NA,3198.056128,13864.00329,7944.018349,6309.916653,1346.925111,2433.13057,630.1936557,transport
14188.02833,7965.154647,3836.990914,2667.279034,2130.921971,597.7053776,1433.412322,1238.102769,NA,NA,10003.45071,7109.370548,359.9899611,4300.252209,50866.05767,2080.145236,1485.702377,116.8027716,35589.55199,1764.801493,1058.111119,424.8431189,38649.52043,8311.834909,6043.313929,1985.517914,4333.291263,28.95549294,41159.3652,31960.97666,35138.88212,6818.798916,NA,9200.464203,NA,NA,5406.07186,17158.52955,8556.8312,8418.088316,1518.382164,2277.830371,476.5196384,transport
16618.73624,10972.75648,2704.399395,2642.970592,3326.705335,506.9001562,1563.133465,1092.76083,NA,NA,8217.555344,7406.013273,264.1093124,5411.495857,39013.55287,2252.936493,937.3543855,100.3256626,33604.00326,1384.626749,1192.587201,498.5969541,27336.16852,13075.43819,4779.263393,1211.292333,3980.3579,30.05067029,34795.84418,34727.4736,29130.64284,10712.77949,NA,10923.04968,NA,NA,4397.693874,12251.73839,8010.845254,8014.83411,1246.485924,2279.893895,712.2901437,transport
15937.17974,7732.989177,4237.902353,2233.473204,2052.259799,610.0513917,1513.244848,1493.406094,NA,NA,8918.29026,5862.836626,295.3854279,4272.692665,49576.77349,1846.481398,1417.531704,94.72589147,34594.85797,1580.550761,1083.076678,478.0887797,38952.01273,11806.64913,5684.904407,1177.957366,3811.042065,25.06751555,31316.16516,28700.07017,27572.05928,9742.233641,NA,6730.836071,NA,NA,3658.619104,15529.95458,8041.763981,6345.567617,1311.150194,2408.067212,630.2451328,transport
13575.27935,6936.229229,3357.877343,3236.003687,1795.725762,537.1132307,1345.295243,1125.930133,NA,NA,8709.341779,7326.039524,333.6351222,3821.371064,39051.67802,2315.135349,1085.578202,114.7407736,42884.62613,1192.238517,1237.992303,481.3853815,40291.08255,9330.290155,6013.290214,1596.220347,3680.701109,25.08214638,26040.13145,29739.87034,35998.96405,7369.253577,NA,8505.876647,NA,NA,5695.202099,14443.33121,7506.338306,5684.987395,1625.811651,2199.018883,600.6847512,transport
12270.57327,8632.969731,3370.854534,3133.25627,2031.35053,502.2961983,1284.29765,1297.827234,NA,NA,11031.17509,5929.416742,293.2786348,3807.120637,33673.13391,2013.187984,1500.302737,100.8884334,50803.22555,1108.705323,946.705853,516.3298316,24540.72886,9403.347316,4042.020431,1954.233571,3472.559379,28.8441095,23998.3553,37096.56426,31327.5503,10786.1864,NA,11060.82009,NA,NA,4700.021082,14483.83151,10298.99163,6485.287418,1495.185188,1934.805082,618.2365013,transport
12897.01159,11979.4717,3661.039932,2794.79436,1974.961277,607.0158405,1418.933467,1150.959782,NA,NA,8097.847819,6487.458978,307.0928849,4916.14675,42102.39745,2749.908147,995.6310706,104.3551346,29167.59618,1284.515948,939.2470736,546.8265498,21893.8248,11674.29281,4544.060964,1244.30843,3694.693952,22.71901585,37151.10034,27771.95806,29539.45374,9060.252599,NA,8787.775816,NA,NA,5628.280627,12645.78051,8778.915302,7505.508683,1465.135404,1746.612022,490.7624798,transport
16142.50867,9077.801295,3678.063593,2684.289076,2072.784164,602.6597635,1486.892276,962.3477254,NA,NA,7128.250682,4908.496288,274.0842097,5423.194769,49473.24119,2304.406387,1415.600714,102.2129619,42569.78679,1412.603092,880.5591083,743.4895275,30596.5876,10795.31774,6116.865396,1751.243025,4723.108076,29.18759715,21569.09537,35891.65358,28359.13005,9215.839692,NA,6922.456868,NA,NA,3614.218303,13435.51735,7471.024105,5858.627288,1422.598514,1754.697444,613.6112189,transport
13580.7903,12186.7392,4404.296791,2776.411568,1823.944504,516.8777298,1445.437383,1390.435932,NA,NA,6281.496159,5507.772159,372.7309876,4737.020828,41048.1131,2513.627552,1108.883346,92.23757378,35654.14685,1477.60957,1368.17544,587.6785037,25627.17734,8934.259628,5494.800216,1673.110171,3148.252125,36.29823132,39198.33498,30502.29681,29846.14218,12119.71876,NA,8540.312127,NA,NA,4810.879794,14859.14335,7360.1058,6677.839422,1379.858969,2433.255256,894.6056232,transport
14846.28951,10171.4392,3197.267777,3312.199085,1947.875951,625.2813528,1290.338447,1465.858366,NA,NA,7996.942637,6853.532467,230.1329833,4169.890881,30261.36509,1907.415404,1678.857748,114.1528954,43231.82781,1926.318146,961.8717092,568.518382,39104.80153,10264.39772,4360.886344,1552.568452,3589.311714,29.9015421,30645.74713,28235.92913,26576.83038,8968.957519,NA,9538.17817,NA,NA,4849.556598,19115.23966,9364.46745,6168.077288,1239.742536,1966.093466,610.580614,transport
21088.61152,7564.129241,2692.893773,2506.869615,1927.815761,521.1480737,1498.429168,1305.806041,NA,NA,8618.242294,6170.842439,341.4169572,5952.031848,50670.07682,2393.576955,1294.255467,147.696025,45651.91037,1540.252805,1144.296754,383.9598241,27487.68263,8728.175951,6259.015654,1886.493377,4287.799039,27.62294175,33012.39903,24019.77532,36547.11108,8278.262121,NA,9057.549061,NA,NA,4337.858522,16270.86253,6162.878535,5739.177017,1366.258927,2036.899461,529.5096519,transport
13384.14707,6878.257995,4192.962048,1951.265751,2382.928816,483.9603174,1545.608822,1736.873043,NA,NA,10275.29264,6984.725829,237.4615861,3916.441385,42611.30779,2739.845185,1366.438614,94.14981784,37020.0147,1547.081302,1041.856714,683.6434385,38316.13662,14067.16721,3476.344691,2292.890554,3898.171598,28.54438908,27708.02462,32709.27412,30315.96613,11724.7423,NA,10597.67693,NA,NA,5285.736753,15502.36146,9370.167564,5922.878951,1575.126881,2195.634925,877.9123926,transport
17538.73759,12155.71655,3692.460291,2439.89158,1862.287812,447.799081,1262.939165,1765.175984,NA,NA,9592.729214,8465.523113,207.8614711,5451.439039,41463.50195,2330.494665,1039.625624,97.76567906,34871.66732,1885.500262,897.7969315,612.4185179,33069.2639,9587.188477,4023.609633,1553.670541,3028.619762,27.37928417,30941.7462,27707.13892,33128.71957,10224.91313,NA,9844.535292,NA,NA,3704.044431,13582.00857,8589.494798,7030.712001,1237.596295,1877.467953,663.4559162,transport
19246.41863,8214.218787,4911.954223,2883.303928,2903.825765,631.1138103,1783.608839,912.5058716,NA,NA,11632.90642,8560.082433,245.5077701,3630.776971,41762.10512,2174.941989,1346.603975,113.9538126,37867.96381,1405.459075,1028.142784,596.9104353,33400.81109,8953.801104,3372.549178,1735.437815,3615.923845,25.40132191,25695.30986,24596.65374,45203.63122,9285.656307,NA,10048.77743,NA,NA,5542.744322,8314.69189,7492.171481,8240.48526,1360.756725,2233.782933,724.9080266,transport
15712.32903,11656.93937,4229.288664,2484.756352,2124.183281,536.179692,1155.374803,1473.562488,NA,NA,9675.28413,6400.836135,321.1717889,4891.423865,41432.24726,2286.877385,1305.330427,135.6183813,49333.056,1539.038053,1021.479199,492.9801567,37988.48126,10983.34364,3874.128807,1511.626273,3809.95272,29.49222397,31479.19662,29267.80407,31910.69237,11321.66766,NA,9570.26559,NA,NA,4076.878136,17515.85667,7720.440923,8062.539397,1138.847181,2056.226506,549.2476978,transport
16202.1118,10178.29124,3971.507284,3174.744759,2107.286308,606.705208,1296.836987,1478.933239,NA,NA,8910.034875,6421.109484,204.5507595,5385.639138,52207.26183,2324.667876,1342.950425,78.42249029,42883.8471,1885.492549,1095.44535,534.2374501,35061.26,12166.6444,4357.075141,1291.073657,4434.656055,21.44038573,27875.90541,32760.36982,29946.5229,8716.637194,NA,12102.36475,NA,NA,4890.822692,16845.85968,8525.887129,6202.445215,1232.560013,2051.958626,592.3512955,transport
11738.70036,9763.263108,3140.448805,3351.014802,2272.031334,478.8417634,1834.414138,1101.825697,NA,NA,9953.911767,5945.960978,240.4573015,5462.377408,43349.04811,2403.312161,1242.412888,93.9043193,33466.31726,1679.791516,1043.099166,501.5560128,33195.30268,8255.207408,5880.758683,1614.851267,2778.580402,24.77564648,28354.97707,25338.77928,34245.26194,12524.30531,NA,10227.85322,NA,NA,5723.785634,13898.03713,9776.062825,6522.076425,1950.655621,1579.051904,607.0294592,transport
13771.47081,10078.77334,4876.717133,2611.288136,3245.440029,570.2184597,1294.244902,1098.238094,NA,NA,8868.819304,7070.060682,359.6112735,4628.526843,34515.57484,2585.652911,1249.749063,141.9358761,57064.08562,1678.744431,1233.357458,477.5979267,25260.94342,10171.01179,5548.570559,1783.446371,3479.911846,26.8640459,24944.59699,29725.87203,33485.57231,11238.24143,NA,9839.062537,NA,NA,5242.158481,11682.47268,7219.142602,7259.597741,1657.056919,2163.298334,582.7691217,transport
19415.73132,11698.364,3090.80643,2389.29157,1943.089428,522.3008981,1581.584639,1608.648119,NA,NA,7918.529922,5765.288726,254.0600234,3751.446784,45335.97505,2614.0706,1096.132708,111.2809232,39520.6308,1648.895522,966.6766365,719.0415563,33060.0275,11246.66561,4321.192337,1591.897943,3432.424134,26.15788872,27456.60151,27223.53223,29114.91119,7646.836698,NA,8805.111168,NA,NA,4246.913647,14129.98694,9356.288178,6797.886396,1705.900465,2126.704388,722.6626555,transport
12274.10995,8394.43345,4365.925351,2618.595888,1718.213295,470.7574295,1523.690485,887.6330647,NA,NA,8951.535527,5607.543353,295.3069494,4093.247074,53018.34215,2346.304022,1417.381124,112.8906056,33893.25202,1372.035632,1047.767017,552.3917607,43188.9989,9892.310723,4329.288514,1288.171824,4029.010969,26.23640078,28789.57765,19338.87982,29975.72855,10467.84395,NA,10562.2902,NA,NA,5688.82576,15506.19335,7127.85804,7711.905806,1588.286381,2349.244108,665.300361,transport
13301.73124,9255.181879,3263.665596,2577.360725,1897.820105,493.0010003,1746.655897,1493.641525,NA,NA,8559.886101,5514.555918,285.2150098,4256.910425,38232.06858,2168.807179,1182.300624,113.9307522,37135.16331,1497.298651,832.8573845,491.86522,38885.9875,8119.115623,5322.643127,1876.674821,4176.176153,38.91150908,27989.91606,30399.33513,34600.63958,11950.34652,NA,11958.58979,NA,NA,6419.008371,14244.15787,8343.442768,4763.004407,933.9753234,2608.011596,557.1636844,transport
13837.2619,9469.497811,3763.220505,2464.047822,2224.071491,552.2528358,1519.611722,1223.00199,NA,NA,8770.122847,5573.605363,312.6607801,5262.975335,41087.00708,2502.249035,1266.249867,92.85626512,34489.78731,1354.773063,1178.17974,548.1667066,36419.68005,11376.81963,4923.942165,1815.943099,3150.133787,28.42248457,26569.25084,27016.35079,36086.22381,8001.436045,NA,12511.95041,NA,NA,5189.443299,15444.76765,9575.833938,6259.213935,1198.432765,2084.885262,906.3506052,transport
13846.89366,8738.388446,4047.644911,2999.730517,2342.061612,793.935644,1175.582842,1137.299456,NA,NA,9128.389713,5312.736875,247.3810317,5210.88046,38368.18541,1762.863537,1289.759496,110.394007,37210.54495,1270.521932,1070.068922,517.0335423,29945.99424,12063.91667,5447.996661,1425.658308,4147.350369,31.98098803,28276.42913,30239.69728,40265.29374,8776.752992,NA,10644.03527,NA,NA,4597.917559,13784.55056,6594.074124,7499.501367,1571.592424,2610.878148,580.3524036,transport
16280.36519,8329.371139,3543.476727,2131.33908,2235.176943,585.5802126,1846.448878,1515.264791,NA,NA,11267.07507,6859.021332,333.415225,4664.388383,46743.89962,2489.487465,1205.860308,119.6120224,40969.02757,2195.805976,1303.524755,467.1979234,34879.11644,9001.094738,3704.120358,1307.678449,3840.665575,29.28887367,32642.45225,39476.09047,30864.17561,11582.45122,NA,11899.36175,NA,NA,5187.077735,13930.03188,8418.069385,6044.945434,1050.04548,2301.453141,557.6796536,transport
13236.58626,9436.684224,4423.819969,2391.621205,2192.328254,515.0048556,1646.975744,1133.013827,NA,NA,8266.598849,6058.627483,298.0998737,5358.348759,36184.99893,2319.852443,1409.380901,112.7760632,55828.20999,2011.725984,1035.242917,444.3276141,38365.91478,12560.61273,4651.840336,1663.558271,3539.779299,22.54863456,32612.34379,26762.11693,29966.56457,9736.971562,NA,7902.805694,NA,NA,4218.775043,13668.91758,6996.337394,8877.411119,1152.955793,1873.532537,756.2195095,transport
14074.37904,10307.51788,3122.837407,2713.865062,2468.151193,645.092179,1403.17948,1479.828762,NA,NA,11487.44298,5287.501479,365.9030898,4568.453483,36993.43897,2669.960504,883.1701785,121.841054,55388.95146,1798.254651,973.2079521,510.6825107,27044.34232,7865.310964,4194.860364,1499.308768,3986.010374,29.59626416,30104.60306,30297.55297,37509.99878,10162.50126,NA,9330.714642,NA,NA,5001.179315,14666.20452,7897.261484,6840.932858,1394.009344,1226.656765,563.9792018,transport
12344.176,8832.826719,3969.202599,3218.001485,1950.566563,493.73079,1008.910638,1583.00533,NA,NA,8807.634817,6256.196119,247.0147799,5211.895231,48616.90966,2378.217271,1487.073447,119.4967419,40110.27509,1531.924001,860.4771825,606.2261812,30422.7911,9691.409603,4958.557486,1486.569584,2764.988641,28.40643313,38311.10669,24874.87049,31653.56779,15861.84209,NA,7852.75352,NA,NA,4526.81968,14294.14152,8241.645955,5341.565585,1437.719482,1786.606305,698.1898163,transport
11689.60273,9763.216894,3580.241185,2977.922384,2580.215085,530.5607277,1319.928427,1177.485636,NA,NA,10769.45302,7584.059992,312.0035931,4942.486881,39775.8226,2896.311899,1335.051913,118.6669845,32722.00243,1542.588631,1281.125812,483.8797458,34376.24509,7068.897949,5370.957156,1814.816302,3459.4169,29.35766222,31650.7154,25327.65892,26670.17236,10496.06358,NA,8878.376074,NA,NA,4552.15301,11100.56374,8680.339964,7786.119255,1520.51878,1722.152111,772.3656344,transport
13627.23864,12486.09377,3347.208274,2793.048574,1654.382084,544.984991,1342.416825,1252.574741,NA,NA,9137.705025,4969.412433,387.2832714,5804.287277,38457.46926,2004.356444,1046.187788,102.5415729,44002.34188,1819.962961,1024.869787,323.8883005,29275.65921,6413.441065,3574.528814,1568.102109,2920.790369,23.28805855,30141.63034,29973.28119,35196.88765,8378.631176,NA,8894.836089,NA,NA,4786.894251,19165.87986,8501.190602,7018.717053,1534.981563,1716.848871,662.3044982,transport
14920.11002,10216.23017,4068.702473,3500.859396,1909.716307,719.3111893,1250.812854,1074.176302,NA,NA,11993.99887,6831.783039,332.1966021,4400.481965,37607.47681,2662.942069,1533.676206,106.4790978,43038.09935,1564.495586,991.2529113,470.2544088,24904.97981,10952.37723,4269.359211,1799.811853,2779.516633,30.60950596,36118.33176,27419.04941,36294.57477,9807.422963,NA,10034.60922,NA,NA,5222.159621,15849.94867,8008.556744,6052.055156,1592.7217,1887.033376,882.105029,transport
13065.32379,9985.267787,4008.435874,2678.193855,2365.091045,459.4327493,1349.663116,1214.285137,NA,NA,9438.928171,5739.926024,229.3557689,5321.051518,48181.2589,1746.583079,1148.057806,106.8731425,46686.03592,2372.730225,1140.398152,539.7429257,29012.47404,9309.660487,4697.19125,1369.877862,4765.150821,28.83150527,27957.45297,35122.79483,28665.90737,7572.115783,NA,8674.698166,NA,NA,3505.673427,16522.54228,10318.59686,7787.800715,1529.370507,2577.66009,717.1384401,transport
18612.74722,8535.925709,2825.046614,2392.866554,2904.207352,560.8011069,1321.788073,1396.824882,NA,NA,8293.873959,6447.196263,312.6853801,4048.025185,51926.96359,2455.394113,1015.623488,107.5933186,29872.80504,1276.984141,1081.154817,390.3960897,30354.48258,9463.172499,4361.548361,1732.301107,3397.883236,23.92460608,23250.3692,29884.73728,33934.2685,10835.66404,NA,7480.99894,NA,NA,5370.889834,17406.4139,9582.948786,6284.729077,1223.966154,1927.982873,703.410725,transport
14113.45514,8559.823045,4575.319875,2541.358058,2043.026295,669.5403831,1627.753425,1495.991045,NA,NA,7871.720604,7189.32233,329.3252163,4650.487634,40156.68913,2245.523593,1448.857994,84.30354286,32067.35874,1309.115147,1056.330554,589.1767664,25847.01735,7526.172648,3717.652352,1619.267239,3440.52761,36.73776911,28431.53299,32582.87297,35596.97364,8692.462675,NA,8868.612744,NA,NA,5125.344232,16713.25188,8168.762795,5773.857064,1442.343578,2102.579563,729.5953972,transport
19165.8693,10936.88907,3390.128036,2232.076573,1938.168084,523.8490434,1318.149181,1515.691508,NA,NA,12369.03077,7562.409506,299.4412361,4634.175472,41060.30966,1942.830387,1720.446768,102.3392882,42068.61785,1252.812416,1054.056587,538.4099378,25903.04551,10046.92792,3832.259828,1452.734768,4735.466214,31.46398664,30675.84022,35925.02576,26589.53679,8906.02144,NA,9994.414015,NA,NA,3903.801405,14212.88445,9459.546199,7907.125348,1864.81154,1836.339861,756.7480275,transport
14522.72547,6262.438534,2918.686532,3423.708823,1591.705999,443.9044157,1270.771521,1332.073204,NA,NA,7566.764695,8775.429806,369.1052277,4820.330301,39420.15448,1933.193041,949.1682047,118.8957208,55956.67672,1538.001158,1158.181875,496.3351603,35417.48822,10422.00984,5687.941938,1770.026717,3664.888072,23.472938,38285.96498,33032.87758,28897.29247,10457.75341,NA,9955.44955,NA,NA,5458.982809,12888.90379,7607.279655,6216.920031,1631.859415,2482.528101,634.8931848,transport
15687.06113,8600.025253,4103.282312,2672.963917,2234.027439,816.5732199,1365.418705,1352.071622,NA,NA,7970.611427,6086.340906,253.0827547,3685.515315,56032.45944,2415.990288,1326.469301,97.59661349,41272.55372,1546.405349,1005.850407,521.0021687,27969.85411,8881.525355,4036.43042,1676.829212,4929.039214,26.9888673,26070.73522,30863.34239,37188.60991,10894.24164,NA,8519.336455,NA,NA,4802.420253,16877.78536,8782.201525,6433.636492,1640.575593,2281.30908,541.2809779,transport
12877.68718,10769.94335,3578.232494,2518.128178,2237.028309,453.7739953,1179.031354,1705.242552,NA,NA,7864.251713,6851.657296,303.8031161,4266.929262,38176.18635,1960.056554,955.7263677,97.10699311,38407.74465,1118.142781,1214.527792,581.7602289,29447.03681,10374.00787,3581.84296,1606.379619,2585.062105,32.4453673,34316.37394,43817.21681,30168.25569,10583.50264,NA,12281.70094,NA,NA,4413.597215,18114.91153,7073.825226,8881.683279,1490.697016,2271.28305,625.162096,transport
17482.57387,12221.66543,4098.937707,2961.775415,2280.268142,661.5975442,1788.427444,1375.608697,NA,NA,8469.83619,6146.365292,333.8088875,4519.838548,36655.55305,2103.780344,1439.442778,105.6390973,37132.74226,1744.919189,908.0865203,494.2549622,28127.6217,9254.635531,6383.711314,1285.006418,3360.964648,26.65738529,34971.20008,26889.93359,30612.67751,10289.55354,NA,8977.023462,NA,NA,4178.736214,14977.36656,7806.750195,5998.267298,1608.385364,1994.566943,722.3326428,transport
13890.60412,10188.94004,3242.862815,2751.564968,1652.881597,626.4565268,1516.121707,1780.317285,NA,NA,9011.228974,4975.190237,323.2317816,3834.78487,47780.15904,2365.165303,1385.721001,114.9583011,46667.22665,1202.197241,890.4335539,413.7893789,25643.67824,10851.37638,5507.708246,1373.684583,2829.82529,29.35832312,34710.4585,33005.99795,25891.40487,9658.368651,NA,6968.504347,NA,NA,6052.006157,13673.2177,9126.000067,7229.94476,1147.311814,2404.14945,503.7356519,transport
17286.94991,10729.65598,3265.803859,2002.92969,2530.637696,569.4341331,1240.512962,1208.989229,NA,NA,9602.744369,5892.610836,267.2799014,4538.908548,35812.69733,2601.941876,1129.215717,98.60163189,45540.14464,1659.904692,1246.118756,570.4015405,27379.86489,9642.836198,6090.195516,1633.579597,4469.90081,25.325302,36720.74174,34439.63498,31832.93051,8130.310905,NA,6871.702897,NA,NA,4466.348919,17816.73841,7756.601898,7553.101389,1359.239093,1628.587756,630.3622136,transport
15885.64804,12599.26731,4210.682427,3473.35756,1899.65655,586.5094627,1573.473539,1106.978584,NA,NA,8754.834717,5427.584493,288.6097227,3893.364783,44194.68606,2190.889729,1073.515008,116.5419879,32157.09767,1437.433123,1128.722453,434.0643965,31777.36356,8257.339063,3694.737591,1951.319233,3617.653618,24.7280617,38528.93837,38070.06147,33600.12218,9248.817438,NA,10304.32342,NA,NA,4840.238421,11173.77727,5475.626067,5154.851408,1435.786655,2262.009069,759.1566129,transport
14567.18682,9030.394296,3357.114055,2697.95009,1807.021928,533.488931,1232.582437,1134.769651,NA,NA,10196.12695,7462.7338,381.3371521,4741.639092,43784.28601,2579.823983,961.8554029,103.4801148,56173.23605,1577.458303,1012.574289,587.5373493,36077.91561,10855.29402,4867.079305,1771.56166,2881.872931,26.80290631,36947.84663,31453.17568,32001.45081,11523.25143,NA,11903.24725,NA,NA,4992.204398,12970.64118,10289.36361,8109.80218,2109.541776,2343.012885,781.5788564,transport
12707.7749,8125.069989,3029.747655,3450.01086,2054.907576,628.7508993,1652.143397,1390.610669,NA,NA,11110.23541,7128.818537,293.6782441,4019.919468,45778.94265,2348.944759,1648.861332,115.4923662,43931.54261,1485.021344,862.9766176,473.0128169,37227.5717,6867.068118,4916.637856,1513.340514,2857.548384,22.87798937,23011.94942,31729.76228,32189.00297,8857.0207,NA,12172.62339,NA,NA,5647.994916,13681.106,9910.260785,6294.481709,1137.431152,1844.608554,817.6187019,transport
